Headline,Body ID
"Newcastle United F.C. has multiple sports awards like four League Championship titles, six FA Cups, a Charity Shield, a 1969 Inter-Cities Fairs Cups and the 2006 UEFA Intertoto Cup.",633
Emily Ratajkowski is a person.,634
A signer of the Poona Pact is a politician.,635
Snoop Dogg was in the main cast of the film short Murder Was the Case.,636
Greyson Chance is a singer.,637
Seppuku is a ritual.,638
Beautiful People finished airing.,639
Madonna signed with Sire Records.,640
The French Revolution was partly caused by unpopular taxation schemes.,641
Cancer has the potential to invade or spread to other parts of the body.,642
The Illuminati attracts writers.,643
Emily Browning acted in The Echo of Thunder.,644
Loki is the father of Hel.,645
Sharon Stone played a fictional character.,646
The largest city in Benin is Cotonou.,647
Courtney Love is a person.,648
Up All Night is an album by the English-Irish pop boy band One Direction.,649
The Supremes were an American singing group.,650
Michelangelo did sculptures.,651
Peggy Sue Got Married is a comedy-drama movie.,652
Leslie Groves was the director of the Manhattan Project.,653
David Simon was birthed in 1960.,654
Miyu Irino voices a character in a game series owned by Disney Interactive Studios.,655
Grand Ole Pry hosted Patsy Cline.,656
Bob Arum is the founder of a professional boxing promotion company.,657
Dennis Hastert served as a congressman.,658
Rihanna has won ten American Music Awards.,659
Carole King writes and performs songs.,660
Brian Helgeland wrote the screenplay of a neo-noir crime film.,661
William Shakespeare wrote Macbeth.,662
Alec Baldwin was the winner of seven SAG Awards for 30 Rock.,663
Marilyn Monroe starred in a movie.,664
Queen Victoria was alive during the 1870s.,665
David Mazouz is an actor on the TV show Gotham.,666
"Leslie Groves ceased to be alive on July 13, 1970.",667
Eminem is in 8 Mile.,668
Amitabh Bachchan has won awards.,669
Sriti Jha plays the lead role in a TV show.,670
The internet originated in a project to build communication via computer networks.,671
Leslie Uggams appeared in a superhero work.,672
Ellen Burstyn was nominated for five Emmy Awards and seven Golden Globes.,673
Jeff Bezos's Blue Origin has test projects.,674
Aaron Taylor-Johnson is in a film.,675
Emmy Rossum starred in Songcatcher.,676
Logan Lerman starred in a 2016 American drama work.,677
Tom Felton worked for a cast member of The Borrowers.,678
Hawaii is among the top twenty most densely populated states in the US.,679
Ellen Burstyn was in the cast of Requiem for a Dream.,680
Pablo Fenjves ghostwrote words.,681
Natalie Portman portrayed Padmé Amidala.,682
Diana is a studio album.,683
Melanie Griffith was in an American action comedy film.,684
Legally Blonde stars Reese Witherspoon and Luke Wilson.,685
Lara Croft: Tomb Raider has an appearance by Daniel Craig.,686
Tokyo Ghoul (film) is a Japanese dark fantasy film.,687
Steve Coogan acted in The Look of Love.,688
John Cena is a Royal Rumble Winner for 2008.,689
Coronary artery disease can be prevented by eating a healthy diet.,690
Trolls is a work based on dolls.,691
H. H. Holmes was the owner of a building located west of Chicago.,692
Avengers: Age of Ultron was released in 3D and IMAX 3D in the US.,693
Colin Quinn is from the United States and is also an actor.,694
A king of Scotland was Charles II of England.,695
Memento achieved $39.7 million.,696
Mary Steenburgen stars in The Proposal.,697
Sriti Jha plays the lead role in the soap opera.  Kumkum Bhagya,698
Dany Rigoulot does figure skating.,699
Ramzan Kadyrov established the Ramzan Kadyrov & Adlan Varayev Cup.,700
Umbrella was a Rihanna song released through Def Jam Recordings.,701
Athena was syncretized with Roman goddess Minerva.,702
Dragon is taken from a linguistic system indigenous to sections of the Eastern Mediterranean.,703
Jing Tian has an acting career.,704
Soundgarden is a rock band.,705
Jon Pertwee performed in Scotland.,706
The Academy Awards are overseen by AMPAS.,707
Alex Rodriguez plays baseball.,708
Steven Spielberg collaborated with Jerry Goldsmith.,709
"The Star Trek film series contains films awarded in the areas of makeup, music, set design, and sound design.",710
Apple Inc.'s consumer software includes the Safari web browser.,711
The Illusionist was a commercial success.,712
James Taylor's Greatest Hits album sold 12 million US copies.,713
Italy is a sovereign state.,714
Saif Ali Khan had a role in two films which include Dil Chahta Hai and Kal Ho Naa Ho.,715
Dangerous Beauty starred two actors.,716
"Spencer Tracy was born on April 5th, 1900.",717
Glenn Close was in productions of Barnum in 1980.,718
Judy Garland was awarded a Grammy Lifetime Achievement Award.,719
"Merlin, the TV show, was created by Julian Jones.",720
Justin Bieber has won the American Music Award for Artist of the Year.,721
Boston Legal stars James Spader as a lawyer.,722
Mel Gibson was born in a month.,723
Joaquin Phoenix has a career in acting.,724
Sarah Silverman was involved with a film directed by American director and producer Richard Linklater.,725
Kurt Angle is a TNA World Heavyweight Championship winner.,726
Summertime (George Gershwin song) was composed for the musical Porgy and Bess.,727
"Albany, New York, is one of the oldest surviving settlements in America.",728
A subclass of anti-nuclear antibodies are are anti-centromere antibodies.,729
"Teen Wolf's sixth season premiered on September 15, 2016.",730
Twilight's first novel was published in 2005.,731
Cry Freedom was shot in Kenya and Zimbabwe.,732
Kangana Ranaut won a Filmfare Critics Award.,733
Abraham Lincoln condemned the expansion of slavery.,734
Rock music originated as rock and roll in the early 50's in the United States.,735
Andrew Wood is a member of Malfunkshun.,736
"Ecuador literally translates to ""Republic of the Equator.""",737
Rihanna has won ten American Music Awards.,738
"Merlin, the TV show, was created by Julian Jones.",739
"United Nations was established on October 24th, 1945.",740
Emily Blunt once won British Artist of the Year.,741
Sportsman of the Year has been awarded to Michael Schumacher.,742
Tim Rice is known for his additional songs in the 2011 revival of the Wizard of Oz and he is American.,743
Minions is the thirteenth highest-grossing film of all time and the second highest-grossing animated film.,744
Stanley Tucci is a person.,745
Novak Djokovic won a Bronze medal.,746
Saskatchewan is bordered on the east by a province.,747
Marilyn Monroe was a celebrity.,748
The West Wing consists of the Oval Office.,749
Jamie Foxx is from America..,750
Music Bank (TV series) has been hosted by a singer.,751
Saamy is an Indian Tamil film.,752
Chris Meledandri and Janet Healy produced Minions.,753
Charlie Chaplin had a childhood.,754
Lamniformes include some of the most familiar species of sharks.,755
Dangerous Liaisons is based on Les liaisons dangereuses.,756
"Bradford is the location of the Alhambra theater, named after the Alhambra palace.",757
Marshall McLuhan was heavily involved in media discourse.,758
"The bassist for Gorillaz, Murdoc Niccals, is a made up character.",759
More than 2000 runs have been scored by Alex Rodriguez.,760
Muhammad Ali was a boxer.,761
The Beach Boys is a group.,762
Blue Velvet was written by David Lynch.,763
Olivia Munn has a career.,764
Newspapers include reviews.,765
Marion Cotillard achieved recognition.,766
Dawn of the Planet of the Apes is a sequel to Rise of the Planet of the Apes.,767
Jennifer Grey was born in the U.S.,768
Tim Rice collaborated with a composer.,769
An example of a television personality was Steve Irwin.,770
Arrow is on The CW.,771
Bryan Cranston won a Tony Award for Best Actor in a Play.,772
Selena Gomez is a singer.,773
John Stewart was the first African American superhero to appear in DC comics.,774
Minions is the thirteenth highest-grossing film of all time and the second highest-grossing animated film.,775
Anna Kendrick has starred in a film.,776
Patrick Wilson (American actor) acted in the second season of Fargo.,777
The Odia language is used for communication by a good number of people.,778
Dubai is in the United Arab Emirates.,779
Connaught Tunnel is in British Columbia.,780
Radiohead is a group.,781
An American media company was an employer of William Hanna.,782
South Park is made with animation.,783
Will Ferrell worked on The Producers.,784
Led Zeppelin is a band.,785
Elementary has a character.,786
Mr. Freeze first appeared in a Batman comic.,787
The New York Times is declining.,788
Scarlett Johansson acted as Griet.,789
William Jennings Bryan is American.,790
"International Relations includes technology and engineering, economics, communication studies, history, international law, demography, philosophy, geography, social work, sociology, anthropology, criminology, psychology, gender studies, cultural studies, culturology, and diplomacy, globalization, diplomatic relations, state sovereignty, international security, ecological sustainability, nuclear proliferation, nationalism, economic development, global finance, as well as terrorism and organized crime, human security, foreign interventionism, and human rights, as well, as, more recently, comparative religion.",791
Billie Jean King played against a team from Great Britain.,792
Steve Harvey has written books.,793
Gerald Ford was a presidential candidate in 1976.,794
Law of value is an important idea in Karl Marx's criticism of political economy.,795
The Hangover Part III stars Ken Jeong.,796
Gabon is bordered by three African countries.,797
Paul Rudd stars in Role Models.,798
Hilary Swank was born in 1974.,799
Absolute Beginners featured someone.,800
"Modern Family, American television show, had it's eighth season starting on September 21st, 2016.",801
The blue whale's body is the biggest in the world.,802
Napoleon led a military expedition.,803
Guardians of the Galaxy was released in the United States in 2014.,804
Bali is north of Australia.,805
An army was led by Hannibal.,806
Nicki Minaj has been nominated for 10 Grammys.,807
Radiohead is a group.,808
"Star Trek, the film series, had a one-disc DVD version with no special features.",809
James and Tom Franco are brothers.,810
All About Eve won 6 Academy Awards.,811
Wladimir Klitschko has fought in 29 heavyweight title fights.,812
Reporter was a job held by Sunny Leone.,813
Soundgarden was a contemporary of Nirvana.,814
Birth of the Dragon's filming began in Canada.,815
Telangana is a state in India.,816
Cambodia had a coup by the Khmer Rouge in 1970.,817
Toy Story 3 received award nominations.,818
In & Out is an American comedic film.,819
De Profundis is an epistle.,820
Chicago White Sox play at a baseball field in the city's South Side.,821
Didier Drogba was a former team captain.,822
The Guest stars Lance Reddick.,823
Nice & Slow appears on an album.,824
Saskatchewan shares a border to the northeast with Nunavut.,825
"Hungarians have several subgroups, such as the Csángós people.",826
Jerry Seinfeld is a director.,827
George Washington was a politician.,828
Lockheed Martin F-22 Raptor had operational issues during its development.,829
Boston is located in the state of Massachusetts on the Shawmut Peninsula.,830
Charles Marie de La Condamine was a French mathematician.,831
Annie Parisse is a person.,832
Telangana is one of the states of India.,833
Allen Ginsberg was portrayed by Daniel Radcliffe.,834
